times,Cplex,Mosek,Scip,L0Bnb,SBnb,El0ps
0.010000000000000002,0.0,0.0,NaN,0.0,NaN,0.0
0.011364832126482092,0.0,0.0,NaN,0.0,NaN,0.0
0.012915940926311948,0.0,0.0,NaN,0.0,NaN,0.0
0.01467875003830949,0.0,0.0,NaN,0.0,NaN,0.0
0.01668215300119799,0.0,0.0,NaN,0.0,NaN,0.0
0.01895898683669047,0.0,0.0,NaN,0.0,NaN,0.014492753623188406
0.021546570268717095,0.0,0.0,NaN,0.0,NaN,0.014492753623188406
0.02448731540054199,0.0,0.0,NaN,0.0,NaN,0.043478260869565216
0.027829422875537933,0.0,0.0,NaN,0.0,NaN,0.057971014492753624
0.03162767191573691,0.0,0.0,NaN,0.0,NaN,0.07246376811594203
0.03594431818738023,0.0,0.0,NaN,0.0,NaN,0.08695652173913043
0.040850114210043344,0.0,0.0,NaN,0.0,NaN,0.11594202898550725
0.04642546903447634,0.0,0.0,NaN,0.0,NaN,0.15942028985507245
0.052761766197001604,0.0,0.0,NaN,0.0,NaN,0.17391304347826086
0.0599628615525621,0.0,0.0,NaN,0.014492753623188406,NaN,0.2463768115942029
0.06814678553683556,0.0,0.0,NaN,0.014492753623188406,NaN,0.2753623188405797
0.07744767775855141,0.0,0.0,NaN,0.014492753623188406,NaN,0.30434782608695654
0.08801798563118175,0.0,0.0,NaN,0.028985507246376812,NaN,0.43478260869565216
0.10003096308094936,0.0,0.0,NaN,0.028985507246376812,NaN,0.5362318840579711
0.11368351028653174,0.0,0.0,NaN,0.07246376811594203,NaN,0.6086956521739131
0.12919940099556332,0.0,0.0,NaN,0.10144927536231885,NaN,0.6666666666666666
0.14683295031566213,0.0,0.0,NaN,0.21739130434782608,NaN,0.7246376811594203
0.16687318309735857,0.0,0.0,NaN,0.2318840579710145,NaN,0.782608695652174
0.18964857123131892,0.0,0.0,NaN,0.3333333333333333,NaN,0.8405797101449275
0.21553241750711208,0.0,0.0,NaN,0.391304347826087,NaN,0.927536231884058
0.24494897427831788,0.0,0.0,NaN,0.42028985507246375,NaN,0.9855072463768116
0.27838039722270624,0.0,0.0,NaN,0.5217391304347826,NaN,0.9855072463768116
0.31637464817394584,0.0,0.0,NaN,0.5942028985507246,NaN,1.0
0.35955447655717304,0.0,0.0,NaN,0.6521739130434783,NaN,1.0
0.4086276266397412,0.0,0.0,NaN,0.7246376811594203,NaN,1.0
0.4643984379003461,0.0,0.0,NaN,0.7536231884057971,NaN,1.0
0.5277810286537952,0.0,0.0,NaN,0.782608695652174,NaN,1.0
0.5998142790192418,0.0,0.0,NaN,0.8260869565217391,NaN,1.0
0.6816788588120573,0.0,0.0,NaN,0.8695652173913043,NaN,1.0
0.7747165794570918,0.0,0.0,NaN,0.8985507246376812,NaN,1.0
0.8804523871132274,0.0,0.0,NaN,0.9130434782608695,NaN,1.0
1.0006193574902253,0.0,0.0,NaN,0.9130434782608695,NaN,1.0
1.137187102038479,0.0,0.0,NaN,0.9130434782608695,NaN,1.0
1.2923940511067968,0.0,0.0,NaN,0.9420289855072463,NaN,1.0
1.468784143209287,0.0,0.0,NaN,0.9710144927536232,NaN,1.0
1.6692485217612372,0.0,0.0,NaN,0.9710144927536232,NaN,1.0
1.8970729227194858,0.0,0.0,NaN,1.0,NaN,1.0
2.15599152984017,0.0,0.0,NaN,1.0,NaN,1.0
2.450248180275083,0.0,0.0,NaN,1.0,NaN,1.0
2.7846659237044564,0.0,0.0,NaN,1.0,NaN,1.0
3.1647260751236317,0.0,0.0,NaN,1.0,NaN,1.0
3.596658057008065,0.0,0.043478260869565216,NaN,1.0,NaN,1.0
4.08754150342559,0.0,0.057971014492753624,NaN,1.0,NaN,1.0
4.6454222996460075,0.0,0.21739130434782608,NaN,1.0,NaN,1.0
5.279444459209329,0.0,0.2608695652173913,NaN,1.0,NaN,1.0
6.000000000000003,0.0,0.391304347826087,NaN,1.0,NaN,1.0
6.818899275889263,0.0,0.4782608695652174,NaN,1.0,NaN,1.0
7.749564555787172,0.0,0.6086956521739131,NaN,1.0,NaN,1.0
8.807250022985702,0.0,0.6956521739130435,NaN,1.0,NaN,1.0
10.0092918007188,0.0,0.7971014492753623,NaN,1.0,NaN,1.0
11.375392102014288,0.0,0.8840579710144928,NaN,1.0,NaN,1.0
12.92794216123027,0.0,0.9130434782608695,NaN,1.0,NaN,1.0
14.692389240325204,0.0,0.9855072463768116,NaN,1.0,NaN,1.0
16.697653725322777,0.0,1.0,NaN,1.0,NaN,1.0
18.97660314944216,0.0,1.0,NaN,1.0,NaN,1.0
21.56659091242816,0.0,1.0,NaN,1.0,NaN,1.0
24.510068526026018,0.0,1.0,NaN,1.0,NaN,1.0
27.85528142068582,0.0,1.0,NaN,1.0,NaN,1.0
31.65705971820098,0.0,1.0,NaN,1.0,NaN,1.0
35.97771693153728,0.0,1.0,NaN,1.0,NaN,1.0
40.88807132210138,0.0,1.0,NaN,1.0,NaN,1.0
46.46860665513086,0.0,1.0,NaN,1.0,NaN,1.0
52.810791378709105,0.0,1.0,NaN,1.0,NaN,1.0
60.01857784856965,0.0,1.0,NaN,1.0,NaN,1.0
68.21010617191911,0.0,1.0,NaN,1.0,NaN,1.0
77.51964059733804,0.0,1.0,NaN,1.0,NaN,1.0
88.09977018939732,0.0,1.0,NaN,1.0,NaN,1.0
100.12390985841515,0.0,1.0,NaN,1.0,NaN,1.0
113.78914273879153,0.0,1.0,NaN,1.0,NaN,1.0
129.3194505042674,0.0,1.0,NaN,1.0,NaN,1.0
146.9693845669908,0.0,1.0,NaN,1.0,NaN,1.0
167.02823833362376,0.0,1.0,NaN,1.0,NaN,1.0
189.82478890436778,0.0,1.0,NaN,1.0,NaN,1.0
215.73268593430393,0.0,1.0,NaN,1.0,NaN,1.0
245.17657598384474,0.014492753623188406,1.0,NaN,1.0,NaN,1.0
278.6390627402075,0.028985507246376812,1.0,NaN,1.0,NaN,1.0
316.66861719227745,0.028985507246376812,1.0,NaN,1.0,NaN,1.0
359.88856741154524,0.028985507246376812,1.0,NaN,1.0,NaN,1.0
409.00731528723435,0.07246376811594203,1.0,NaN,1.0,NaN,1.0
464.82994767425583,0.15942028985507245,1.0,NaN,1.0,NaN,1.0
528.2714322679369,0.18840579710144928,1.0,NaN,1.0,NaN,1.0
600.3716144941355,0.2753623188405797,1.0,NaN,1.0,NaN,1.0
682.312261223087,0.3333333333333333,1.0,NaN,1.0,NaN,1.0
775.4364306640792,0.5797101449275363,1.0,NaN,1.0,NaN,1.0
881.2704859255726,0.6521739130434783,1.0,NaN,1.0,NaN,1.0
1001.5491130567427,0.7246376811594203,1.0,NaN,1.0,NaN,1.0
1138.2437536316932,0.7681159420289855,1.0,NaN,1.0,NaN,1.0
1293.5949179041029,0.7971014492753623,1.0,NaN,1.0,NaN,1.0
1470.1489081650504,0.8695652173913043,1.0,NaN,1.0,NaN,1.0
1670.799554222673,0.9420289855072463,1.0,NaN,1.0,NaN,1.0
1898.8356450741821,0.9855072463768116,1.0,NaN,1.0,NaN,1.0
2157.99483420484,1.0,1.0,NaN,1.0,NaN,1.0
2452.524902055355,1.0,1.0,NaN,1.0,NaN,1.0
2787.253379787609,1.0,1.0,NaN,1.0,NaN,1.0
3167.666675525599,1.0,1.0,NaN,1.0,NaN,1.0